345600.000	-16385172.181	10614118.553	-18176164.489
346500.000	-18306995.896	10336563.804	-16376364.051
347400.000	-20024697.287	10166369.006	-14297564.671
348300.000	-21503027.428	10076033.286	-11974451.150
349200.000	-22713546.810	10032837.091	-9446082.011
350100.000	-23635637.741	10000222.823	-6755280.993
351000.000	-24257235.124	9939348.499	-3947950.851
351900.000	-24575246.149	9810752.798	-1072311.936
352800.000	-24595634.019	9576070.638	1821919.015
353700.000	-24333158.059	9199729.917	4684398.620
354600.000	-23810774.706	8650560.318	7465059.054
355500.000	-23058718.364	7903246.561	10115024.893
356400.000	-22113295.145	6939563.140	12587525.100
357300.000	-21015435.347	5749336.144	14838779.178
358200.000	-19809062.584	4331086.914	16828836.660
359100.000	-18539345.808	2692327.265	18522349.814
360000.000	-17250906.654	849489.847	19889259.071
360900.000	-15986057.705	-1172506.496	20905374.432
361800.000	-14783146.028	-3341040.212	21552838.102
362700.000	-13675071.992	-5616887.655	21820457.130
363600.000	-12688045.448	-7955594.835	21703898.667
364500.000	-11840630.271	-10309063.535	21205743.866
365400.000	-11143116.527	-12627282.333	20335403.128
366300.000	-10597241.189	-14860134.366	19108894.038
367200.000	-10196267.389	-16959203.523	17548492.861
368100.000	-9925413.247	-18879507.198	15682269.765
369000.000	-9762607.837	-20581086.433	13543521.735
369900.000	-9679538.403	-22030392.040	11170118.772
370800.000	-9642941.627	-23201415.225	8603779.904
371700.000	-9616083.910	-24076522.217	5889297.775
372600.000	-9560366.930	-24646967.190	3073725.273
373500.000	-9436995.783	-24913068.277	205545.354
374400.000	-9208642.506	-24884047.116	-2666163.682
375300.000	-8841041.966	-24577543.960	-5492552.161
376200.000	-8304460.776	-24018832.251	-8225799.880
377100.000	-7574986.238	-23239766.766	-10819882.846
378000.000	-6635590.258	-22277508.057	-13231296.467
378900.000	-5476931.084	-21173072.095	-15419727.948
379800.000	-4097868.611	-19969760.871	-17348670.142
380700.000	-2505674.624	-18711529.062	-18985972.652
381600.000	-715933.922	-17441346.972	-20304325.203
382500.000	1247859.512	-16199616.738	-21281669.549
383400.000	3354996.527	-15022697.362	-21901536.627
384300.000	5568512.849	-13941590.115	-22153305.940
385200.000	7846382.405	-12980830.432	-22032384.312
386100.000	10142902.995	-12157626.159	-21540301.597
387000.000	12410227.582	-11481272.796	-20684719.909
387900.000	14599988.173	-10952869.750	-19479355.360
388800.000	16664955.728	-10565349.332	-17943809.206
389700.000	18560677.215	-10303821.194	-16103307.426
390600.000	20247030.370	-10146223.414	-13988348.100
391500.000	21689638.089	-10064260.300	-11634257.195
392400.000	22861087.845	-10024596.079	-9080654.906
393300.000	23741907.364	-9990262.651	-6370836.283
394200.000	24321254.797	-9922231.920	-3551073.092
395100.000	24597292.381	-9781092.071	-669844.166
396000.000	24577223.116	-9528764.581	2222993.611
396900.000	24276983.416	-9130192.937	5077080.542
397800.000	23720598.407	-8554933.923	7842459.475
398700.000	22939220.821	-7778584.293	10470493.165
399600.000	21969888.256	-6783978.913	12914775.106
400500.000	20854047.072	-5562118.868	15132005.619
401400.000	19635900.599	-4112756.499	17082831.005
402300.000	18360650.798	-2444648.874	18732599.813
403200.000	17072705.939	-575437.244	20052035.761
404100.000	15813926.692	1468844.616	21017805.420
405000.000	14621993.148	3654588.736	21612960.223
405900.000	13528950.830	5941761.554	21827252.655
406800.000	12560003.515	8285308.818	21657311.173
407700.000	11732604.770	10636758.665	21106675.564
408600.000	11055871.500	12945979.400	20185691.555
409500.000	10530358.058	15162983.208	18911271.163
410400.000	10148183.644	17239728.656	17306527.174
411300.000	9893508.018	19131837.705	15400293.244
412200.000	9743330.151	20800161.122	13226543.742
413100.000	9668572.237	22212132.081	10823729.165
414000.000	9635400.501	23342857.938	8234043.793
414900.000	9606726.810	24175911.845	5502644.234
415800.000	9543826.328	24703799.417	2676832.067
416700.000	9408009.283	24928087.839	-194777.303
417600.000	9162278.717	24859199.572	-3063088.814
418500.000	8772912.193	24515884.233	-5879349.193
419400.000	8210908.810	23924394.099	-8595943.635
420300.000	7453249.493	23117398.613	-11167156.976
421200.000	6483926.655	22132681.642	-13549890.175
422100.000	5294707.828	21011671.447	-15704324.697
423000.000	3885608.961	19797858.836	-17594528.518
423900.000	2265062.641	18535160.042	-19188997.386
424800.000	449776.442	17266283.651	-20461128.598
425700.000	-1535712.045	16031158.664	-21389622.692
426600.000	-3659767.554	14865478.772	-21958809.962
427500.000	-5884651.497	13799413.706	-22158898.821
428400.000	-8167744.349	12856532.995	-21986143.212
429300.000	-10462954.490	12052980.618	-21442926.377
430200.000	-12722265.411	11396930.971	-20537758.428
431100.000	-14897367.998	10888347.511	-19285185.396
